         381229104 function calls (381226101 primitive calls) in 695.170 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.034    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:816(get_environ_proxies)
        1    0.000    0.000    0.034    0.034 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_pagination.py:27(paginate)
        1    0.000    0.000    0.033    0.033 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:593(get)
       15    0.000    0.000    0.032    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.032    0.032 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:718(connect)
       21    0.000    0.000    0.032    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:816(generate)
       21    0.000    0.000    0.031    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:1069(stream)
        5    0.000    0.000    0.030    0.006 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:1202(read_chunked)
       15    0.000    0.000    0.029    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:1317(try_to_load_from_cache)
6524/6523    0.013    0.000    0.028    0.000 {method 'format' of 'str' objects}
       15    0.000    0.000    0.028    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:750(merge_environment_settings)
       14    0.000    0.000    0.026    0.002 {method 'read' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.026    0.009 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:1180(_handle_chunk)
        6    0.000    0.000    0.026    0.004 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:622(_safe_read)
     3095    0.020    0.000    0.022    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/table.py:2353(table_iter)
    30934    0.021    0.000    0.021    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/features/features.py:2097(<dictcomp>)
    19465    0.021    0.000    0.021    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:231(__call__)
     6506    0.015    0.000    0.021    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:273(_is_ascii)
       23    0.000    0.000    0.021    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.020    0.020 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bert/tokenization_bert_fast.py:75(__init__)
        1    0.000    0.000    0.020    0.020 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:98(__init__)
        5    0.000    0.000    0.020    0.004 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/json/__init__.py:274(load)
    30934    0.020    0.000    0.020    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/formatting/formatting.py:127(<dictcomp>)
       23    0.000    0.000    0.020    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/request.py:2519(proxy_bypass_environment)
        1    0.000    0.000    0.020    0.020 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:895(_ssl_wrap_socket_and_match_hostname)
        1    0.020    0.020    0.020    0.020 {built-in method from_file}
        1    0.000    0.000    0.019    0.019 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/ssl_.py:410(ssl_wrap_socket)
     9542    0.007    0.000    0.019    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/os.py:674(__getitem__)
     3257    0.013    0.000    0.018    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:1446(format_dict)
       16    0.018    0.001    0.018    0.001 {built-in method posix.listdir}
     6507    0.015    0.000    0.017    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:400(format_interval)
   154754    0.015    0.000    0.015    0.000 {method 'add' of 'set' objects}
        7    0.000    0.000    0.014    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       15    0.000    0.000    0.014    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:457(prepare_request)
     3253    0.012    0.000    0.013    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:186(__format__)
       19    0.000    0.000    0.013    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:159(resolve_redirects)
        5    0.000    0.000    0.013    0.003 {built-in method builtins.exec}
        8    0.000    0.000    0.013    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:136(_get_cache_file_to_return)
        1    0.000    0.000    0.013    0.013 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/ssl_.py:508(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.013    0.013 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:506(wrap_socket)
        1    0.000    0.000    0.013    0.013 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:1013(_create)
        1    0.000    0.000    0.013    0.013 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:1334(do_handshake)
        1    0.013    0.013    0.013    0.013 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.012    0.004 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2827(define_import_structure)
     3278    0.007    0.000    0.012    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:102(acquire)
        3    0.001    0.000    0.012    0.004 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2499(create_import_structure_from_path)
     1686    0.011    0.000    0.012    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.012    0.012 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:192(_new_conn)
        1    0.000    0.000    0.012    0.012 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/connection.py:27(create_connection)
        6    0.000    0.000    0.012    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:568(<listcomp>)
       86    0.000    0.000    0.011    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/genericpath.py:16(exists)
       41    0.000    0.000    0.011    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:1090(stat)
        1    0.011    0.011    0.011    0.011 {method 'connect' of '_socket.socket' objects}
       45    0.000    0.000    0.010    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/genericpath.py:27(isfile)
       12    0.010    0.001    0.010    0.001 {built-in method posix.close}
        8    0.000    0.000    0.010    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:786(_check_disk_space)
    30934    0.008    0.000    0.010    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/formatting/formatting.py:567(key_to_query_type)
        4    0.000    0.000    0.010    0.003 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:302(rebuild_proxies)
        4    0.000    0.000    0.010    0.003 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:854(resolve_proxies)
       10    0.000    0.000    0.010    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/json/__init__.py:299(loads)
     9763    0.010    0.000    0.010    0.000 {method 'sub' of 're.Pattern' objects}
       10    0.000    0.000    0.010    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/json/decoder.py:332(decode)
       18    0.000    0.000    0.010    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:1283(exists)
       10    0.010    0.001    0.010    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/json/decoder.py:343(raw_decode)
    63870    0.009    0.000    0.009    0.000 {built-in method time.time}
    18686    0.005    0.000    0.009    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/os.py:758(decode)
    37208    0.008    0.000    0.008    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.008    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/shutil.py:1274(disk_usage)
       56    0.008    0.000    0.008    0.000 {built-in method posix.lstat}
        8    0.008    0.001    0.008    0.001 {built-in method posix.statvfs}
     3278    0.006    0.000    0.008    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:106(release)
        8    0.008    0.001    0.008    0.001 {built-in method fcntl.flock}
     9408    0.003    0.000    0.008    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/os.py:697(__iter__)
        8    0.000    0.000    0.008    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_api.py:350(release)
        5    0.000    0.000    0.008    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:1062(resolve)
        4    0.000    0.000    0.008    0.002 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_unix.py:57(_release)
        7    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1070(get_data)
     3253    0.006    0.000    0.007    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:153(__init__)
       19    0.000    0.000    0.007    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:207(get_netrc_auth)
        5    0.000    0.000    0.007    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:391(realpath)
     9542    0.005    0.000    0.007    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/os.py:754(encode)
      9/5    0.000    0.000    0.007    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:400(_joinrealpath)
        7    0.007    0.001    0.007    0.001 {built-in method posix.utime}
    30935    0.007    0.000    0.007    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/formatting/formatting.py:216(__init__)
     3248    0.007    0.000    0.007    0.000 {built-in method now}
       15    0.000    0.000    0.007    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:223(parse_headers)
        1    0.007    0.007    0.007    0.007 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
    30935    0.006    0.000    0.006    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/formatting/formatting.py:237(__init__)
    72890    0.006    0.000    0.006    0.000 {built-in method builtins.ord}
  306/292    0.000    0.000    0.006    0.000 {built-in method builtins.getattr}
        6    0.000    0.000    0.006    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2273(__getattr__)
        2    0.000    0.000    0.006    0.003 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2328(_get_module)
       19    0.000    0.000    0.006    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/netrc.py:23(__init__)
       15    0.000    0.000    0.005    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:351(prepare)
       15    0.000    0.000    0.005    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/parser.py:59(parsestr)
        1    0.000    0.000    0.005    0.005 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bert/__init__.py:1(<module>)
       15    0.000    0.000    0.005    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/parser.py:41(parse)
        7    0.005    0.001    0.005    0.001 {built-in method io.open_code}
        9    0.000    0.000    0.005    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:494(_decode)
        5    0.000    0.000    0.005    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:105(decompress)
       13    0.002    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2457(fetch__all__)
       47    0.003    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:227(_encode_invalid_chars)
    23285    0.004    0.000    0.004    0.000 {method 'decode' of 'bytes' objects}
       30    0.000    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:367(parse_url)
        3    0.004    0.001    0.004    0.001 {method 'decompress' of 'zlib.Decompress' objects}
       15    0.000    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:173(feed)
        4    0.000    0.000    0.004    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_util.py:39(ensure_directory_exists)
       19    0.000    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/netrc.py:36(_parse)
        1    0.000    0.000    0.004    0.004 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bark/__init__.py:1(<module>)
       30    0.000    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:178(_call_parse)
       30    0.001    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:218(_parsegen)
      110    0.000    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/genericpath.py:39(isdir)
        1    0.000    0.000    0.004    0.004 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/align/__init__.py:1(<module>)
      152    0.000    0.000    0.004    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/shlex.py:101(get_token)
      133    0.003    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/shlex.py:133(read_token)
       15    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:409(prepare_url)
       15    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:418(request)
      222    0.001    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:372(urlparse)
       70    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:955(__new__)
       75    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:587(_from_parts)
       99    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:567(_parse_args)
     3278    0.003    0.000    0.003    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     3362    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
    16267    0.003    0.000    0.003    0.000 {built-in method builtins.divmod}
        7    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:952(__init__)
       15    0.000    0.000    0.003    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/adapters.py:336(build_response)
       99    0.001    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:56(parse_parts)
10365/10363    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:1578(_fill_cache)
        4    0.000    0.000    0.002    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/tqdm.py:282(_get_progress_bar_context)
       14    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:1265(close)
     7029    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
     3253    0.002    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:108(__init__)
       15    0.001    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:471(_parse_headers)
      237    0.001    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:437(urlsplit)
      105    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:61(merge_setting)
       15    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/adapters.py:423(get_connection_with_tls_context)
       13    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_deprecation.py:75(inner_f)
       79    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:40(__init__)
        2    0.000    0.000    0.002    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:530(<listcomp>)
     3253    0.002    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:112(__format__)
     3273    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/tqdm.py:221(__init__)
    12304    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
       34    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:124(extract_cookies_to_jar)
     3275    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
       13    0.000    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_headers.py:39(build_hf_headers)
     3253    0.002    0.000    0.002    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:167(colour)
        4    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/asyncio.py:23(__init__)
        4    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:282(rebuild_auth)
       14    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:1298(is_dir)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:349(_encode_target)
       13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:759(compile)
     9592    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      259    0.001    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:71(join)
       15    0.001    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:205(_read_headers)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/_collections.py:240(__init__)
       18    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:1127(read_text)
       13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_headers.py:143(get_token_to_send)
       21    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:890(content)
      148    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
       92    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_collections_abc.py:1031(__iter__)
       13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:941(read)
       13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_auth.py:35(get_token)
     3278    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/_collections.py:335(extend)
       90    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:404(putheader)
      307    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_collections_abc.py:813(get)
      118    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:629(__fspath__)
        4    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:1138(__exit__)
        1    0.000    0.000    0.001    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/tempfile.py:844(cleanup)
       13    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
       71    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/codecs.py:319(decode)
        1    0.000    0.000    0.001    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/tempfile.py:799(_rmtree)
       88    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:525(__getitem__)
     3253    0.001    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:163(colour)
       53    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:35(__init__)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/poolmanager.py:292(connection_from_host)
       19    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:610(prepare_cookies)
        1    0.000    0.000    0.001    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:938(getaddrinfo)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1260(endheaders)
       34    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1685(extract_cookies)
       13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:937(parse)
        2    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1591(_log)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1022(_send_output)
      143    0.001    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:619(__str__)
