         381229104 function calls (381226101 primitive calls) in 695.170 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:679(_get_free_pos)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:975(__instancecheck__)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:947(json)
       52    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/codecs.py:309(__init__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:382(copy)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:980(__init__)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/copy.py:259(_reconstruct)
      405    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:175(__init__)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:100(__new__)
       51    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1446(debug)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/hf_api.py:9548(_build_hf_headers)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:258(__init__)
     21/1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:2351(convert_added_tokens)
       28    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2628(__init__)
       96    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/enum.py:358(__call__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:506(commonpath)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/shlex.py:21(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bert/tokenization_bert.py:51(BertTokenizer)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1739(clear_expired_cookies)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:710(_init_length)
      654    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:175(hf_hub_url)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:411(_close_conn)
      154    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/util.py:19(to_str)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:626(unquote_unreserved)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_collections_abc.py:1041(__contains__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:630(prepare_hooks)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_headers.py:224(_deduplicate_user_agent)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/logging.py:147(get_logger)
      2/1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:2367(<dictcomp>)
       40    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:60(isabs)
       60    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:29(_splitparam)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:85(path_url)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1617(handle)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        6    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:1504(is_training_run_on_sagemaker)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:494(prepare_body)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/enum.py:972(__and__)
      431    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:724(<listcomp>)
       15    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      2/1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:398(__getitem__)
      138    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:1130(__subclasscheck__)
       27    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:505(urlunsplit)
       23    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:999(raise_for_status)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:519(Optional)
       75    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:57(__iter__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:475(_init_decoder)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1671(callHandlers)
       49    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:885(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_http.py:163(get_session)
        7    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
    19/13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:71(_compile)
      405    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      487    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:213(__init__)
       27    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1053(__setattr__)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:2062(getLogger)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:682(<setcomp>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       28    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:110(__enter__)
      180    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:406(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       19    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:107(get_redirect_target)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:207(register_hook)
       28    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:113(__exit__)
       17    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:324(<listcomp>)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1306(getLogger)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:416(close)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:954(handle)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:479(Union)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:120(__init__)
      517    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:103(_noop)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/uuid.py:279(__str__)
      352    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/_collections.py:289(__iter__)
       33    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:355(_escape)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:197(_new_message)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:382(_check_close)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:334(__init__)
       18    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:411(_splitnetloc)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/_collections.py:93(__getitem__)
      262    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:768(close)
       65    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:254(get)
       52    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:78(is_package_available)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:111(remove)
       90    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:70(close)
      105    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1001(_output)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/request.py:199(body_to_chunks)
       90    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:27(__exit__)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:820(__init__)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1086(emit)
       12    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:100(split)
       33    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
    18/13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:461(_get_literal_prefix)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:911(urlencode)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/wait.py:74(do_poll)
        4    0.000    0.000    0.000    0.000 {built-in method posix.remove}
       34    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/hooks.py:15(default_hooks)
    24/18    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:174(getwidth)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:189(<listcomp>)
       34    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:330(_idna_encode)
       20    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:370(format_sizeof)
        8    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:336(geturl)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:440(_copy_cookie_jar)
      117    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       12    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:873(parents)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_api.py:152(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/tempfile.py:149(__next__)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_collections_abc.py:857(__len__)
       10    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:661(__eq__)
       42    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:279(_is_owned)
        8    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/exceptions.py:17(__init__)
       27    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:173(smoothly_deprecate_use_auth_token)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/genericpath.py:69(commonprefix)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:679(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1347(_path_importer_cache)
        8    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:426(<listcomp>)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:994(add_tokens)
       84    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:233(__next)
       42    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:264(__enter__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:769(is_redirect)
       21    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       20    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:243(<genexpr>)
       65    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:74(_get_version)
       37    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:379(_add_tokens)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:428(copy)
       47    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       83    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/_internal_utils.py:25(to_native_string)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_headers.py:228(<dictcomp>)
       30    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7ff7c62aff40}
        1    0.000    0.000    0.000    0.000 {method 'add_tokens' of 'tokenizers.Tokenizer' objects}
      377    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:781(get_adapter)
       49    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:90(RLock)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:1286(fp_write)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/retry.py:387(is_retry)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:122(pushlines)
       96    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/enum.py:670(__new__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:995(__init__)
       37    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       87    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1758(__iter__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:393(prepare_method)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:438(status_printer)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:224(__init__)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1302(_cookie_attrs)
       83    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:164(__getitem__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2911(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1334(_path_hooks)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        9    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       90    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1540(findCaller)
       14    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/functools.py:393(__get__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/poolmanager.py:390(_merge_pool_kwargs)
      102    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1357(_fixupParents)
       63    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:261(is_torch_available)
       26    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:1044(_new_conn)
       30    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       16    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_api.py:254(is_locked)
       52    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/codecs.py:260(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       11    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:774(repo_folder_name)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:170(port)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/errors.py:70(__init__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:1121(closed)
        9    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:86(add)
       42    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:267(__exit__)
